Entity,year,diabetes,obesity,calories
Ukraine,2029,8.881076,23.720022,2907.4224
Ukraine,2030,10.214598,23.502422,2720.681
Ukraine,2031,8.789214,19.519062,2774.0178
United Arab Emirates,2022,13.008011,27.345528,2647.569
United Arab Emirates,2023,11.94841,24.116865,2613.8872
United Arab Emirates,2024,12.066957,21.64785,2552.2917
United Arab Emirates,2025,11.468918,23.33932,2684.1353
United Arab Emirates,2026,9.404024,23.556543,2874.5962
United Arab Emirates,2027,10.539873,26.298815,3221.872
United Arab Emirates,2028,10.096105,23.650534,3275.6836
United Arab Emirates,2029,12.321811,26.6994,3151.0083
United Arab Emirates,2030,8.78859,23.217194,2752.6133
United Arab Emirates,2031,8.507283,16.928122,2357.2808
United Kingdom,2022,8.980034,23.44496,3092.5886
United Kingdom,2023,8.567514,21.593338,2913.021
United Kingdom,2024,9.608263,20.850386,2819.665
United Kingdom,2025,9.931992,19.58533,2694.9592
United Kingdom,2026,9.323988,17.566042,2604.706
United Kingdom,2027,9.017223,14.185017,2494.523
United Kingdom,2028,8.518243,11.687039,2449.744
United Kingdom,2029,9.241068,9.691386,2393.1938
United Kingdom,2030,9.986208,12.337048,2463.16
United Kingdom,2031,8.527508,21.942863,2912.6562
United States,2022,14.122897,18.51872,2550.6572
United States,2023,12.243123,15.042664,2368.6157
United States,2024,13.343453,15.240947,2278.8628
United States,2025,12.025607,13.7455845,2207.3735
United States,2026,10.388139,11.802035,2197.9043
United States,2027,9.3426895,9.829583,2235.2576
United States,2028,9.353862,7.3481345,2333.659
United States,2029,12.140412,13.12675,2744.708
United States,2030,10.55481,19.334785,3064.7087
United States,2031,9.0643,18.798628,2779.5571
Uruguay,2022,8.404143,16.045174,2679.4707
Uruguay,2023,7.4210253,13.213207,2450.7258
Uruguay,2024,9.333714,13.821622,2394.2732
Uruguay,2025,9.435152,11.838138,2334.5242
Uruguay,2026,8.294725,9.226249,2186.386
Uruguay,2027,8.352078,7.821228,2119.1838
Uruguay,2028,9.856437,8.4967165,2322.2117
Uruguay,2029,10.881058,12.336223,2865.0667
Uruguay,2030,11.051686,16.241535,3237.3345
Uruguay,2031,8.480198,12.883211,2431.7886
Uzbekistan,2022,9.418715,18.624279,2865.7363
Uzbekistan,2023,9.261063,17.755157,2721.54
Uzbekistan,2024,9.75886,17.083187,2637.1428
Uzbekistan,2025,10.17532,14.767023,2721.1567
Uzbekistan,2026,10.482744,10.787852,2820.0227
Uzbekistan,2027,9.603941,7.6440687,2796.6428
Uzbekistan,2028,7.868578,6.0105457,2492.847
Uzbekistan,2029,9.628013,13.935755,2359.2092
Uzbekistan,2030,13.466123,26.127409,2790.0898
Uzbekistan,2031,11.870956,18.947283,2877.4287
Vanuatu,2022,7.9388375,21.071203,2854.1711
Vanuatu,2023,8.444947,22.425644,2895.331
Vanuatu,2024,8.005603,21.709486,2858.2205
Vanuatu,2025,7.4739847,22.028019,2910.5076
Vanuatu,2026,7.2436557,22.188591,2941.602
Vanuatu,2027,7.0181656,21.97655,2972.1697
Vanuatu,2028,7.0602384,23.215157,3091.5059
Vanuatu,2029,7.172429,24.166513,3204.8027
Vanuatu,2030,7.140276,18.493525,3077.2026
Vanuatu,2031,9.003445,12.488562,3290.879
Venezuela,2022,7.971954,12.914488,2763.5808
Venezuela,2023,8.2684765,11.386635,2792.4622
Venezuela,2024,8.217689,14.114768,2604.8376
Venezuela,2025,7.8019223,21.185305,2822.9211
Venezuela,2026,4.6879807,22.01496,3205.2087
Venezuela,2027,5.9927773,19.065119,3121.024
Venezuela,2028,5.9371157,15.578583,3034.8857
Venezuela,2029,6.884988,13.013099,2819.858
Venezuela,2030,6.796578,8.887141,2656.2021
Venezuela,2031,6.7419434,8.576027,2662.6035
Vietnam,2022,7.3831606,15.070391,2534.452
Vietnam,2023,7.2127843,15.076588,2524.8264
Vietnam,2024,7.13812,14.846676,2478.3477
Vietnam,2025,7.197809,16.17275,2603.3372
Vietnam,2026,6.584597,18.213879,2813.3357
Vietnam,2027,5.762473,18.686148,2818.8215
Vietnam,2028,4.485339,7.3988447,2393.3093
Vietnam,2029,5.0125637,6.4133883,2527.3362
Vietnam,2030,7.4428105,8.496033,2515.6538
Vietnam,2031,10.241851,11.61593,2408.0078
Yemen,2022,8.539065,15.39468,2706.4263
Yemen,2023,7.354267,12.560918,2603.6328
Yemen,2024,7.8907847,7.561476,2477.445
Yemen,2025,8.517192,6.4997106,2471.913
Yemen,2026,8.8361635,7.958116,2480.2598
Yemen,2027,6.4612327,9.200845,2464.2407
Yemen,2028,6.141512,16.349075,2931.1592
Yemen,2029,5.83712,18.715778,3266.6853
Yemen,2030,5.8589892,17.495903,3226.7278
Yemen,2031,6.571469,16.2019,2787.115
Zambia,2022,8.225275,15.442752,2501.159
Zambia,2023,9.002138,18.439655,2815.652
Zambia,2024,8.4881115,18.21513,2752.874
Zambia,2025,10.217716,21.724,3047.4272
Zambia,2026,9.500668,19.81142,2906.4846
Zambia,2027,9.497977,17.510181,2765.6345
Zambia,2028,10.143019,17.586882,2837.258
Zambia,2029,9.737262,19.608965,3031.8806
Zambia,2030,6.456916,20.061407,3053.9417
Zambia,2031,8.888376,21.560764,2919.908
Zimbabwe,2022,8.995372,2.5458767,2906.8958
Zimbabwe,2023,8.968362,1.6891923,2755.709
Zimbabwe,2024,9.326837,3.643723,2666.6624
Zimbabwe,2025,9.488862,9.991099,3089.2302
Zimbabwe,2026,8.292448,17.528069,3481.3525
Zimbabwe,2027,7.974905,19.383205,3246.0632
Zimbabwe,2028,8.05026,17.344955,3016.7798
Zimbabwe,2029,6.7251706,16.165882,2939.5618
Zimbabwe,2030,9.807227,16.739864,2742.6526
Zimbabwe,2031,9.193724,19.545227,2489.438
